trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
128,False,"{'a': 0.5, 'e': 0.1940654776921742}",20,0,16.66856367963831,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.19236688211757547}",30,0,2.8658749247484714,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.19069049026525137}",30,0,6.135716378911775,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.18903591682419751}",20,0,14.33378727714961,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.18740278480538314}",20,8,-19.255905868904946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
133,False,"{'a': 0.5, 'e': 0.18579072532699265}",25,0,31.0906772158744,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.18419937740610534}",20,2,21.454223602993856,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.1826283877565939}",20,10,5.158729658395824,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.18107741059302954}",25,0,-11.788987113598667,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.1795461074403917}",20,0,32.52010081177471,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.17803414694938596}",25,10,20.532178737454398,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.17654120471718204}",20,13,13.005196365472887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.17506696311339195}",20,0,-1.232263054268432,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.17361111111111222}",30,12,27.29634115777744,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.172173344122864}",25,14,12.674032562473084,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.17075336384126882}",20,3,26.923673417378048,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
