trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
140,False,"{'a': 0.382, 'e': 0.2999999999999994}",25,19,-2.0644773309050697,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.382, 'e': 0.2949999999999994}",20,9,3.235008810428929,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.382, 'e': 0.28999999999999937}",20,14,-3.2403079993671993,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.382, 'e': 0.28499999999999936}",20,10,-15.630465996912342,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
144,False,"{'a': 0.382, 'e': 0.27999999999999936}",25,11,22.054878577186084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.382, 'e': 0.27499999999999936}",25,17,-5.225852404760741,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
146,False,"{'a': 0.382, 'e': 0.26999999999999935}",25,17,16.294058494514292,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.382, 'e': 0.26499999999999935}",30,18,24.551635713200536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.382, 'e': 0.25999999999999934}",20,6,19.375094995465343,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.382, 'e': 0.25499999999999934}",35,22,0.5258096055837236,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
150,False,"{'a': 0.382, 'e': 0.24999999999999933}",20,12,11.314232188241384,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.382, 'e': 0.24499999999999933}",25,15,10.170194274914222,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.382, 'e': 0.23999999999999932}",20,7,14.809010731631158,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.382, 'e': 0.23499999999999932}",25,7,16.36022900997769,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.382, 'e': 0.22999999999999932}",25,15,5.279541745132611,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.382, 'e': 0.2249999999999993}",25,17,13.709500218480384,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.382, 'e': 0.2199999999999993}",20,12,-27.469579873777015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
157,False,"{'a': 0.382, 'e': 0.2149999999999993}",20,11,19.938713809818317,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.382, 'e': 0.2099999999999993}",20,13,17.23756957685692,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.382, 'e': 0.2049999999999993}",20,0,21.83002544801859,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
160,False,"{'a': 0.382, 'e': 0.1999999999999993}",25,20,10.861983505865856,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.382, 'e': 0.19499999999999929}",30,10,27.192290829474462,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.382, 'e': 0.18999999999999928}",20,10,-22.78067167665484,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 0.382, 'e': 0.18499999999999928}",25,8,7.173255754685064,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.382, 'e': 0.17999999999999927}",20,5,-9.10853957747636,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
165,False,"{'a': 0.382, 'e': 0.17499999999999927}",25,4,-1.1575355377330672,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
166,False,"{'a': 0.382, 'e': 0.16999999999999926}",20,7,8.568585279600878,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.382, 'e': 0.16499999999999926}",25,10,30.130988349670773,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.382, 'e': 0.15999999999999925}",25,9,26.170470497423207,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.382, 'e': 0.15499999999999925}",25,0,-4.655329674305753,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
170,False,"{'a': 0.382, 'e': 0.14999999999999925}",30,16,23.92478393394806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.382, 'e': 0.14499999999999924}",20,13,9.890403569861657,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.382, 'e': 0.13999999999999924}",20,8,22.828153923889886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.382, 'e': 0.13499999999999923}",25,14,19.537637887702267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.382, 'e': 0.12999999999999923}",20,12,13.560572311478625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.382, 'e': 0.12499999999999922}",20,16,7.044053322274073,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.382, 'e': 0.11999999999999922}",20,12,13.593668442767274,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.382, 'e': 0.11499999999999921}",20,10,19.114643479961355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.382, 'e': 0.10999999999999921}",30,13,18.224080148819557,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.382, 'e': 0.1049999999999992}",20,13,15.469377384653814,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.382, 'e': 0.0999999999999992}",25,7,18.68013344822648,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.382, 'e': 0.0949999999999992}",30,17,13.544423016191361,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.382, 'e': 0.08999999999999919}",20,15,10.364648565428098,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.382, 'e': 0.08499999999999919}",20,12,17.955611360772128,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.382, 'e': 0.07999999999999918}",20,0,28.864153875626535,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.382, 'e': 0.07499999999999918}",25,15,19.71856291468249,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.382, 'e': 0.06999999999999917}",20,13,13.057599249498796,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.382, 'e': 0.06499999999999917}",30,8,21.0438755236065,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.382, 'e': 0.05999999999999917}",20,10,20.068434148595664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.382, 'e': 0.054999999999999175}",20,9,19.790852496814995,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.382, 'e': 0.04999999999999918}",30,23,5.187747668927852,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.382, 'e': 0.04499999999999918}",30,20,17.8239390524736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.382, 'e': 0.03999999999999918}",30,10,34.49985435804253,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.382, 'e': 0.034999999999999185}",35,16,37.98280233391902,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.382, 'e': 0.029999999999999184}",20,14,12.251121003825428,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.382, 'e': 0.024999999999999183}",30,22,2.291931519543252,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.382, 'e': 0.01999999999999918}",25,11,27.52728315651054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
