trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
138,False,"{'a': 0.15439930089132375, 'e': 0.2498370564584527}",30,8,-1.4930659580922983,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
139,False,"{'a': 0.15285530788241053, 'e': 0.24733868589386818}",20,3,-39.53018767070756,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
140,False,"{'a': 0.15132675480358643, 'e': 0.24486529903492948}",20,0,-47.27302730637696,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
141,False,"{'a': 0.14981348725555055, 'e': 0.2424166460445802}",20,9,7.240617118142009,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.14831535238299506, 'e': 0.2399924795841344}",30,23,12.28463318686149,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.1468321988591651, 'e': 0.23759255478829303}",20,0,-31.96410492130713,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
144,False,"{'a': 0.14536387687057345, 'e': 0.23521662924041012}",20,7,-12.707491694474227,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
145,False,"{'a': 0.1439102381018677, 'e': 0.232864462948006}",20,12,12.763245889980274,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.14247113572084902, 'e': 0.23053581831852593}",25,7,17.584454344385783,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.14104642436364054, 'e': 0.22823046013534068}",25,9,14.58264357621308,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.13963596012000415, 'e': 0.22594815553398728}",20,0,4.7545603169121,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
149,False,"{'a': 0.13823960051880407, 'e': 0.2236886739786474}",25,15,8.858178995070398,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.13685720451361605, 'e': 0.22145178723886091}",20,6,23.27057260585382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.1354886324684799, 'e': 0.2192372693664723}",20,12,14.885498697018903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.13413374614379509, 'e': 0.21704489667280757}",20,4,21.952699271583196,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.13279240868235712, 'e': 0.2148744477060795}",25,0,29.140990807048567,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
154,False,"{'a': 0.13146448459553356, 'e': 0.2127257032290187}",20,10,17.251031196434642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.13014983974957822, 'e': 0.21059844619672852}",20,8,20.862638573136472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.12884834135208245, 'e': 0.20849246173476124}",25,0,28.99836979770066,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
