trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
101,False,"{'a': 0.22620798690685565, 'e': 0.3660323412732292}",25,11,15.6745634793656,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.22394590703778708, 'e': 0.3623720178604969}",20,13,16.427251180579667,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.2217064479674092, 'e': 0.3587482976818919}",25,14,-41.55745778879343,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
104,False,"{'a': 0.2194893834877351, 'e': 0.355160814705073}",25,3,4.472634745004245,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
105,False,"{'a': 0.21729448965285775, 'e': 0.35160920655802225}",25,11,3.065916642774669,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.21512154475632916, 'e': 0.348093114492442}",20,10,-7.948445437371414,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
107,False,"{'a': 0.21297032930876586, 'e': 0.3446121833475176}",20,8,-32.563577789324604,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
108,False,"{'a': 0.21084062601567824, 'e': 0.34116606151404244}",30,12,15.717226367260498,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.20873221975552145, 'e': 0.337754400898902}",25,7,18.55845896184385,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.20664489755796622, 'e': 0.334376856889913}",20,11,3.96055544697672,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.20457844858238655, 'e': 0.33103308832101386}",25,9,8.55885602653033,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.2025326640965627, 'e': 0.3277227574378037}",20,14,4.592279317667571,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.20050733745559707, 'e': 0.3244455298634257}",20,13,14.276493132077196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.1985022640810411, 'e': 0.3212010745647914}",20,16,6.627433864541593,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.19651724144023067, 'e': 0.3179890638191435}",20,14,-31.248146711797897,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
116,False,"{'a': 0.19455206902582836, 'e': 0.31480917318095203}",20,10,-16.85280356430449,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
117,False,"{'a': 0.19260654833557006, 'e': 0.3116610814491425}",20,0,-18.451418320532287,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
118,False,"{'a': 0.19068048285221437, 'e': 0.30854447063465107}",30,16,-2.6571000243522667,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.18877367802369224, 'e': 0.3054590259283046}",20,2,-5.911125581996198,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.1868859412434553, 'e': 0.30240443566902153}",20,14,9.831011673331501,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.18501708183102075, 'e': 0.2993803913123313}",30,13,-19.275784878026514,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
122,False,"{'a': 0.18316691101271054, 'e': 0.296386587399208}",20,14,10.891791162436512,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.18133524190258343, 'e': 0.2934227215252159}",25,11,-19.97046876300335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
124,False,"{'a': 0.1795218894835576, 'e': 0.29048849430996376}",20,14,11.734999256266153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.17772667058872202, 'e': 0.2875836093668641}",20,3,18.089229444011433,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.17594940388283478, 'e': 0.28470777327319546}",20,9,-21.88710665507333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
127,False,"{'a': 0.17418990984400645, 'e': 0.2818606955404635}",25,14,9.637213889536117,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.17244801074556637, 'e': 0.27904208858505886}",25,19,-0.5111149306050138,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.17072353063811072, 'e': 0.2762516676992083}",25,14,8.506995837648239,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.16901629533172963, 'e': 0.2734891510222162}",30,14,12.163749521328885,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.16732613237841232, 'e': 0.27075425951199406}",25,5,-1.6585677941482766,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
132,False,"{'a': 0.1656528710546282, 'e': 0.2680467169168741}",20,14,12.583699003333715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.1639963423440819, 'e': 0.26536624974770534}",30,4,9.157911727040263,"{0: 22, 1: 3, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.1623563789206411, 'e': 0.2627125872502283}",25,19,8.969208598077822,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.1607328151314347, 'e': 0.26008546137772603}",30,18,19.966970925459233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.15912548698012033, 'e': 0.25748460676394874}",30,14,6.751625428774097,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
